trade_dt,600000.SH,000002.SZ,600002.SH,000004.SZ,600004.SH,000006.SZ,600006.SH,000008.SZ,600008.SH,000010.SZ,600010.SH,000012.SZ,600012.SH,000014.SZ,600014.SH,000016.SZ,600016.SH,000018.SZ,600018.SH,000020.SZ,600020.SH,000022.SZ,600022.SH,000024.SZ,920819.BJ,
2024/11/1,0.084935698,1.56445902,0.105195864,0.271159949,-0.314510701,0.081502775,1.922860849,1.022052523,-0.161073509,-0.310991254,-0.045202081,1.735917448,0.229908836,0.820564657,-0.330985539,-0.958559525,1.036359725,-0.18524059,-0.565438519,-0.541696401,-0.635416086,-0.413083737,-1.071268541,1.07980055,1.07980055,
2024/11/2,0.2942769,0.938708945,-0.291080687,0.20024581,0.086418801,1.035851542,0.68316542,0.236284129,-0.455980635,-0.945686354,-0.715242943,-0.604090768,-0.350655334,-1.062657445,1.343632726,0.310895647,-1.701494405,-0.99236427,-0.97910778,0.234319259,0.81223939,-0.73510315,0.708991888,-0.104615242,-0.104615242,
2024/11/3,0.888929719,1.223201419,0.22903541,0.504029203,-0.042211647,-0.228224477,-0.926125005,0.208668517,0.01864705,-0.266455874,-0.114981588,-0.238576407,-0.748690129,-0.492472559,0.93586691,-0.106860835,1.106374095,-1.039138675,-0.98078896,0.129535648,0.568113876,-0.460655872,0.713912882,0.865859386,0.865859386,
2024/11/4,0.802524732,0.0246242,-0.06145134,-1.406201746,0.004700841,0.297822794,1.125653106,-1.089202385,-0.64581437,-0.790509033,0.696353583,-2.124803427,-0.794267287,1.594353866,0.539590792,-1.027625281,-0.064530704,0.576449073,0.601540541,-0.172978684,-0.681613847,0.732763151,0.223103587,0.745675786,0.745675786,
2024/11/5,0.269462592,-0.270573319,1.131090221,-0.473121199,0.345191046,-0.432125079,-0.173242488,-0.243244819,-0.545770706,0.206369646,0.989007239,1.420519023,1.256291897,-0.240004548,1.162793544,0.391078557,1.431111415,-1.093170093,1.360560639,-0.465323444,0.930164483,-0.325796918,0.966163101,-0.155300775,-0.155300775,
2024/11/6,-1.562754517,-0.652313406,-0.200993508,-0.049774516,-1.822816589,-0.901167429,-0.603410556,-0.208386852,0.195160484,-0.693931239,-1.335692014,0.190945277,-0.20244116,0.623102191,-0.462268916,0.589493256,-0.721616059,0.144690092,0.253773246,0.382754091,-0.744316062,-0.009955119,-0.431028841,-0.069316955,-0.069316955,
2024/11/7,0.440906067,2.530322363,0.01851908,0.50969396,0.064310211,0.993770673,0.3612216,0.813016366,0.305492882,1.915181969,0.975352051,-1.389783975,0.316009925,-0.018358678,-1.798609005,-0.599043388,-0.356491266,-0.654584758,0.285099285,-1.452806937,0.616810376,0.708820093,0.534112184,-0.153025623,-0.153025623,
2024/11/8,-0.089494266,-0.243142377,0.939868369,0.363936999,1.605262931,-0.236178514,1.140707369,-0.474842947,-0.119120465,-0.817566049,0.296268881,-0.05828978,0.587218876,1.115537726,-0.061352326,0.390421269,0.740256379,-0.116074446,-0.24941913,0.253951588,0.394927873,0.72558568,0.927328295,-0.439829538,-0.439829538,
2024/11/9,0.263207459,1.102203265,-0.309019812,0.221229629,-0.456492464,0.180604197,1.379984782,0.125595579,-0.761397021,0.320689159,0.067951373,0.882309646,-1.028077653,-0.772695906,-0.047842079,-1.155558497,0.926415116,-1.684542503,-0.471431529,-1.191307825,-0.551927984,0.744842462,0.729157458,0.868792857,0.868792857,
2024/11/10,0.428712663,-1.515852165,0.318747802,-1.520143274,-0.366689271,-0.284610274,-0.426702692,0.393518032,-0.637071774,1.463830679,0.381794946,0.900745358,0.690643394,0.679769312,0.020718635,1.667961906,-0.83104278,0.321185378,0.20539063,-0.211521503,0.234075195,-0.502991502,0.973334227,0.805841875,0.805841875,
2024/11/11,0.003142175,0.689178842,-0.770382393,-1.500375701,-0.439448075,-0.15599914,2.032264432,-0.207271239,0.811274661,0.718577591,1.618214877,0.07628425,0.578311735,-0.221638318,-0.633257432,-0.688043321,-0.592383239,1.102627117,0.447174079,-0.146415346,-0.015505751,-0.313405287,0.252039438,0.124252514,0.124252514,
2024/11/12,0.440328345,0.799683622,-1.245225201,0.160392024,1.104904183,-0.75909577,-0.122210371,0.12102736,0.845265589,0.50426277,-0.252800478,0.360759867,0.862599058,0.243844271,1.547956237,0.471213241,-0.826381891,-0.629908396,0.13512652,-0.167903554,0.458152935,0.460572386,1.649226226,0.846382324,0.846382324,
2024/11/13,1.132842226,-0.555927905,-0.281941169,0.564323747,0.101070334,0.563011692,0.287697948,-0.502214632,1.317001777,0.941902648,-1.329679014,-0.537068997,0.065309749,0.461812375,0.021885961,-0.949927355,0.70143475,-0.143956952,1.236798353,0.259292401,0.78297411,0.848730127,1.000554951,-0.22153743,-0.22153743,
2024/11/14,0.768444902,0.24062632,-0.931158472,-0.283410352,-0.256437676,0.470147529,0.630757361,-0.881486264,0.539461507,0.001721529,-0.929665489,0.61043724,-0.591989022,-1.034397754,0.667777331,0.8776678,-0.454314757,0.829655137,1.056633954,-0.383402757,1.609770664,0.14714413,0.487924596,-1.702713866,-1.702713866,
2024/11/15,0.472261346,-0.376678815,0.438137875,-1.351204696,0.934941105,1.269998266,1.582826177,-2.346209977,0.426077984,0.32272573,-2.476156098,-0.639814749,-0.064434082,1.049646786,-0.592099388,0.375406293,0.042318295,0.317271788,-0.04162292,0.711386628,0.808665949,-0.898978771,1.187275884,-0.403830501,-0.403830501,
2024/11/16,-0.206971628,0.996371884,0.164805925,0.5101039,0.667822064,0.563973174,-0.344122163,-0.744073554,0.511154252,0.681982627,0.224569534,-0.198345189,0.730693389,-0.130625225,-1.013286152,0.458440448,0.47883392,0.643917484,-0.448904385,-0.584104844,0.298382475,-0.139014589,0.273344915,0.956930284,0.956930284,
2024/11/17,0.333191702,1.574195239,0.334560744,1.405979696,0.924606308,2.137602536,0.13263091,-0.060858211,1.045403014,-0.271084167,-0.396758264,0.141966878,0.369956262,-1.204804323,0.310825432,0.006977529,0.090271246,0.18254489,0.142082618,0.881958062,0.450432598,0.116374447,0.405624842,1.07743038,1.07743038,
2024/11/18,0.655123356,1.14779096,0.017482113,0.205838649,1.689793346,0.130465734,1.454271356,0.702539217,-0.291692921,-0.932341499,0.482680909,-0.615282119,-0.45175574,-1.465183951,1.08515545,0.34662323,0.152737337,0.423266636,0.538617075,0.139753259,0.463813151,0.070431174,-1.688429668,0.850608592,0.850608592,
2024/11/19,0.409830447,0.137840646,1.408829432,-0.997769164,-2.214032483,1.388193904,0.43109353,-1.264321294,-0.26447403,0.634967779,-1.007960359,0.372968907,1.816212918,1.0394309,0.134950893,0.531629207,-0.660609868,0.22325804,0.074914408,-0.698294653,-0.983022402,1.870981257,0.448257541,-0.529021335,-0.529021335,
2024/11/20,-0.281346978,1.304171381,1.410612484,-0.357380176,0.21807842,0.910681445,-0.188688903,-0.901041763,-0.704840275,0.140963484,-0.652026704,-1.116577349,-0.024812241,0.662785848,0.722598997,0.136986587,1.558592507,-0.525883307,0.274635841,-0.969580891,0.691272268,0.245434374,-0.971518658,-0.364029088,-0.364029088,
2024/11/21,1.454175914,0.712184057,0.149292588,0.777300248,-1.170752829,-0.45238194,-0.986866986,-0.582146568,-0.215339742,0.573027783,0.749414335,0.699457369,2.301721932,-0.506155635,0.173902113,0.715092213,-0.591719459,-0.10720088,0.641989248,-0.602581175,0.446842807,1.326683025,-0.534176172,-1.527176002,-1.527176002,
2024/11/22,0.101598986,-0.684034545,0.217578435,-0.266003406,0.31617379,1.062037582,0.726490626,-0.221465687,-0.852963333,-1.831954145,-1.815275139,-0.725227725,0.18459684,-0.669856369,-0.314981245,-0.934013653,-1.251083027,-1.270640788,0.794224144,-1.481381624,0.570692556,-0.395145814,0.740592665,0.495532386,0.495532386,
2024/11/23,0.601667722,1.00944915,-0.564892563,-0.668803159,-0.336887441,-0.425226947,0.552910595,-0.057089478,0.016445404,0.413112413,-0.543518213,0.703737697,-1.451700802,0.023012819,0.479758875,-0.319016649,-0.535053286,0.755267593,0.000980369,-1.484312218,-1.093806265,1.082715002,-0.424258877,1.289625751,1.289625751,
2024/11/24,1.030378268,-0.144623642,0.461640663,-0.555147847,-0.305041935,-0.384645984,0.494373093,-1.004998722,-0.087614836,0.107680012,0.235958332,-1.878509153,-1.42729106,-0.836947458,-0.132855146,0.389921145,0.144850869,1.649865007,0.801667838,0.493945354,-0.476544371,0.907065457,0.828805282,0.736103971,0.736103971,
2024/11/25,-0.163584797,0.500231277,1.18466066,-0.526295244,-1.70174484,0.819106229,0.578180202,-0.191252336,-0.357251623,2.261548809,-0.573180417,-1.136045337,-0.383065563,0.209818205,-0.412539245,-0.033329175,0.217042218,-0.299741675,0.338620569,-0.008318438,-0.98883011,0.314902617,-0.620096422,0.965186156,0.965186156,
2024/11/26,-0.826331313,-0.209335053,-1.457021802,-0.252745967,-0.976580245,1.362058679,-0.127515187,0.419647947,-1.441514507,-0.887990157,-0.375413912,-1.26162607,0.884717834,-0.498031445,0.203201546,0.519342939,-0.138032434,0.660467671,-0.302467203,0.270639127,0.751860163,0.373889049,0.395484702,-0.04843799,-0.04843799,
2024/11/27,-0.047037055,0.514370113,-0.216162837,-1.253661701,0.109840101,0.014040064,0.360577018,0.051307845,1.158709388,-0.863648218,-1.001456984,0.360596197,-0.850053842,0.07923602,0.092423,-1.309909727,0.488541769,1.122778656,0.376487316,-1.081477685,0.438826547,-0.613417688,0.178576159,0.555590838,0.555590838,
2024/11/28,-0.695973797,-1.365518543,-0.146100158,0.009086973,-0.696058299,-0.466357435,0.589120907,-0.042818172,-0.439965701,-0.397522263,-0.116077092,-0.059922261,-0.16778371,-1.288335724,-0.179281162,-0.239342912,0.025483742,0.945245658,0.942254127,0.528408141,-0.063388881,-0.047410776,0.518323603,-0.138449258,-0.138449258,
2024/11/29,-0.378359818,-0.689587142,-0.086624525,-0.001002785,1.411445794,0.596923354,-0.242469739,0.624934077,-0.459889415,0.864718322,0.352788461,2.121146853,-0.89070457,-0.246193457,0.021973087,0.436770227,0.520359809,-0.711720039,-0.341738346,0.247972758,0.583844704,-0.642273741,-0.961391913,1.122728092,1.122728092,
2024/11/30,0.551109951,0.824981791,-0.797467282,-0.118546776,0.17102426,0.498365638,-0.051065,0.024202705,0.710253297,-0.280392365,-0.686164323,-0.470254126,-0.456849912,-0.12689162,-0.032829057,-0.11593367,1.070168865,0.271343581,-0.033162029,1.001214891,-0.61368169,0.221359244,0.159654266,-0.192027035,-0.192027035,
2024/12/1,-0.391994052,0.020692747,-1.158686067,-0.225818963,0.167419635,0.372310494,0.257482842,1.885840034,0.436717445,-0.062934706,-0.379901125,-0.144175807,0.288544546,-0.441400718,1.255452176,-0.589995357,0.450396976,0.401155845,-0.644728329,0.493920578,0.223052835,-0.279764843,1.996612172,0.78160538,0.78160538,
2024/12/2,-0.384027878,-0.398691455,-0.635350326,0.294467793,0.032630316,-0.903976831,-0.761305009,-0.429864278,-0.388785533,-0.250534419,-0.789493301,0.288019827,0.66821354,-0.154617535,-1.579861796,0.160026048,0.40689674,-0.044054791,0.426578907,0.112750457,-1.352677696,-1.72625774,0.715362381,-0.1472257,-0.1472257,
2024/12/3,0.222974299,-0.271459809,-0.238204506,1.150331113,-0.900793243,0.159099858,-0.769263458,0.203993684,0.264434049,0.508535718,-0.194263898,-1.239175888,0.144991612,0.478143746,0.820151532,1.889535465,0.376936402,-0.790936717,-0.204455636,0.065793817,0.57345592,-0.661293629,0.949043465,0.743541019,0.743541019,
2024/12/4,-0.76727392,0.421061658,-0.677470232,0.099808496,-0.219231388,0.340258398,-0.844950088,0.550041136,-1.769073485,-0.273207045,-0.769938053,1.016243537,0.339046134,-0.538728963,-0.596058232,0.272050648,-0.53748466,1.656907284,-1.917321325,0.05937974,-2.034662842,0.966491691,-0.329027365,1.45482115,1.45482115,
2024/12/5,-0.514675904,0.799350651,0.068557916,1.009660057,0.024495259,-2.096517313,-0.495233179,-1.007420435,0.568339276,0.433826315,-0.361076763,0.144986293,0.065185885,-0.579538102,1.611648374,0.456190419,-0.230178528,-1.151781154,-0.30504937,0.028647184,-0.277799954,-0.170709416,0.260818651,-0.61900497,-0.61900497,
2024/12/6,-0.134616256,-1.237705039,-0.740927563,-0.436793234,0.694059623,0.525525115,0.11321926,-0.692653542,-0.43122957,0.632774371,0.564044734,-1.297267379,-0.402719393,-0.055351328,0.367434776,0.281462564,0.390564997,-1.176887131,1.346794826,-0.85788475,-0.083908501,0.620339344,1.18803982,0.961696787,0.961696787,
2024/12/7,0.513754288,0.928718256,-0.224874332,0.701868023,1.204607572,-0.421415702,-0.990785529,-0.616340978,0.956573804,0.960628551,-0.650510132,0.024609336,0.28565197,0.662946241,-1.34780239,-0.130974899,-0.321520339,0.182815924,0.200627401,-0.192332991,0.08021439,-1.704603168,2.646202868,0.921566231,0.921566231,
2024/12/8,0.531572104,-0.522376207,0.21637429,1.73388108,1.442610662,0.234794804,-0.830461807,0.266211546,-0.313654715,0.674927214,-1.37835867,-0.288448448,0.133909198,-0.452219746,0.889280536,-0.566040109,-1.05593218,-0.361259091,0.793771957,-0.197349323,-0.559290742,0.911165382,0.47711758,-0.136813011,-0.136813011,
2024/12/9,-0.041202396,-0.195914734,0.384057495,0.272564379,-0.578517851,-0.188706461,-0.217330575,0.464699695,0.190412333,-0.624369746,-0.545974593,0.067266349,0.760079809,0.094222815,1.567272881,0.316987444,0.476748557,-0.334251621,-0.630208852,0.106844996,0.278185138,0.529175934,0.417997008,0.010385541,0.010385541,
2024/12/10,-0.753518931,-0.247803953,0.272773514,0.876436651,-2.480828225,0.624002639,0.963988737,1.14723813,0.190426063,0.540592264,-0.744060369,-0.235498692,0.320855821,-0.952894756,-0.552389644,0.433391911,-1.086105521,-0.057563794,-1.014932295,0.164884377,-0.056600547,-0.109838354,-0.434997967,-0.113100083,-0.113100083,
2024/12/11,-1.840821491,-0.328511064,0.014690929,1.04190526,-0.334089551,0.027074713,1.179223888,1.543189999,-0.459352119,0.854178191,0.468468898,0.221733857,-0.849984711,-0.822693521,0.523751331,2.03239435,-0.200950929,1.102127649,1.596376468,-0.943563138,-0.563853627,1.475863729,1.01465801,0.680735086,0.680735086,
2024/12/12,-0.131774705,0.449311021,-0.555046927,2.008228087,-0.78140577,-1.192279995,0.242800304,1.293960717,-0.507303993,-0.00804108,-1.222405454,-0.185134174,-0.847515943,-0.881271813,-1.025469899,-0.152918776,1.366981962,-0.120723753,0.297486615,1.717559731,-0.615326069,-0.452149092,0.687161723,-0.71456841,-0.71456841,
2024/12/13,0.099537123,0.8652357,-0.956407998,-0.276395811,1.399285433,-0.612808819,-0.357356864,0.338069048,-0.39454162,-0.576645942,0.785566046,-0.578477927,0.192194105,-0.406302294,-0.044325034,-0.786469223,0.642139185,-0.407716238,1.136337368,-0.868490429,-0.498335152,0.719347866,0.352769785,-0.263029372,-0.263029372,
2024/12/14,-0.225431109,-0.995553365,-0.077534284,-1.934393428,0.212169673,1.242101056,0.860066428,0.805099781,-0.504767838,0.440643551,-0.743819105,-0.184262782,-0.168745987,-2.689709964,0.809663684,0.608599424,0.650067344,-0.807928636,0.681889213,0.385799203,-1.87041113,-1.044658229,0.307362659,-0.274953033,-0.274953033,
2024/12/15,-0.10336296,-0.523477403,1.040869995,-1.32997397,-1.01060376,-0.540476831,-0.912258306,-0.285068728,-0.175189292,-0.969332347,-0.147317108,0.882674347,0.757805331,1.471480792,0.969227674,0.232918475,1.383261599,0.486665457,1.5614832,-0.129222886,-1.781132081,-0.572181656,0.43036899,0.670030504,0.670030504,
2024/12/16,-0.217676192,0.725007086,-0.999486663,-0.423213133,0.80771328,0.260503088,0.21670737,1.227877651,0.699166858,-0.54951697,-0.25230254,-1.436453623,-0.061595622,0.2411987,-1.269125187,1.464891853,1.531065816,0.354034337,0.867860996,1.184479109,-0.276614785,1.10910091,0.551794097,-0.933746853,-0.933746853,
2024/12/17,-0.750367407,-0.503882794,0.72217294,0.210475715,0.829088723,-0.10268022,-0.816480362,1.73443967,1.96426504,0.3782179,-0.573522666,0.824812112,-0.87960152,-0.21829073,-1.044877111,0.71861894,0.205367684,-0.312630957,-0.303457402,-1.116704112,-0.771005417,1.273196558,-0.030655528,1.233859474,1.233859474,
2024/12/18,-0.751094798,-0.118409516,-0.442615034,-0.095956143,0.703425322,-1.342483026,0.761360313,0.669994915,-0.124865993,0.12957536,-0.538713602,0.465015524,0.056141112,-0.693305252,0.192247892,1.085239807,0.295790435,0.033128933,0.359631503,-0.330443357,-0.516093853,-1.129487789,0.112973722,1.012077094,1.012077094,
2024/12/19,-0.375027065,-0.754475588,0.580591511,0.213105951,0.204816078,0.596232077,0.722891754,0.125763534,-0.78714123,1.365585718,-0.310357934,-0.669409338,0.151833392,0.926822959,-0.979722962,1.36792872,-0.073014113,1.543109846,0.733635438,-0.041449513,0.785595012,1.286328807,0.019429864,0.466482602,0.466482602,
2024/12/20,-0.48125385,0.66983149,-1.186688798,-0.024444793,-1.538644394,0.706315286,-1.51790553,-0.654321306,0.055115647,-0.234851681,-0.703363962,-0.841606967,-0.310972808,-1.333156839,0.316736719,0.933636182,0.557330732,-0.025413777,1.18532353,0.360748786,0.550657799,0.575159039,0.33740358,-0.282774233,-0.282774233,
2024/12/21,-2.086558793,0.487729857,-0.163221477,1.648289433,-1.431504085,0.870969644,-0.558121693,0.116965602,-0.78351437,0.29796463,-0.383115216,0.570657146,0.200869399,0.360320424,1.068756866,0.721314589,-0.128350651,0.909235075,0.186752876,0.30485811,-0.432358372,-0.222995008,-1.970427841,0.851298156,0.851298156,
2024/12/22,-0.968427766,0.56147875,1.306330085,-0.8674772,0.765227675,0.152937325,0.538791438,-0.802221872,-0.112509717,0.153045439,0.75598941,1.526636573,0.319170536,-0.285311648,1.791862717,0.24608584,-0.058695985,0.011193074,0.662283858,0.550728713,-0.638500958,0.231061785,1.760610702,1.576678984,1.576678984,
2024/12/23,0.229872884,0.249897537,-0.236108841,0.879740204,-0.273917405,0.320971553,-0.169011129,-0.364826031,-0.139410305,0.056285457,-0.771172819,-0.153393327,0.166863069,-0.357527809,-0.401990015,0.208594893,0.522075943,0.803455619,0.442991382,-0.210814106,-0.199489799,1.774580136,1.030099682,-0.31835079,-0.31835079,
2024/12/24,-0.169189302,-0.352815212,-0.370545383,-1.183464567,0.155217389,-0.779124677,-0.292120375,1.28403693,0.610016706,-0.607900372,-1.06336635,-0.794881773,-1.334449591,-0.735588716,-0.145238951,-0.448853536,0.58661678,-0.083387826,-0.087902855,1.33945214,0.404849731,0.364304576,1.717350321,1.365879214,1.365879214,
2024/12/25,-0.670230914,0.266389224,-0.428069763,-0.986148608,1.57321501,1.379138483,-0.786059533,0.503121631,-1.394185596,0.893327972,-0.342369995,-0.34039464,1.1126159,0.016766126,-0.157095358,1.041385575,-0.230000825,0.598740726,0.311584595,0.640377988,0.346416047,0.927863355,-0.493407794,1.775403217,1.775403217,
2024/12/26,-0.239045891,1.360170545,-0.524473244,-0.093478249,-0.101391447,1.134417479,-0.164066466,0.45409377,-1.317201487,-0.247864438,-0.130044082,-0.185523302,-1.276666991,0.411153888,-0.751725832,1.826425894,-0.137685455,1.678638605,0.806205087,0.381428197,-0.47781446,0.236541998,0.621120701,-1.167671123,-1.167671123,
2024/12/27,0.654298306,-0.862985709,-0.2348966,-1.997861652,0.431598373,0.808141869,0.402218789,0.388725166,-0.395745047,0.247420488,0.638286556,-0.432865155,0.527207746,0.575800006,-0.188666102,0.529780111,0.170283433,-0.447199599,2.202431054,-0.316360291,1.217600033,1.146177808,-1.316648959,0.493352698,0.493352698,
2024/12/28,0.674788928,0.651512058,-0.71748325,0.283742649,-0.854197428,-0.557474576,-0.003835595,0.29616801,1.150444506,0.373042725,0.518388539,-1.053871413,-0.728329905,-0.364094772,1.360007744,-0.656648924,-1.232711147,-0.122844601,1.254229006,-1.252191181,-0.275609632,-0.717097414,1.398613447,0.836040326,0.836040326,
2024/12/29,0.081970231,-0.024522347,-0.210422479,0.155548192,-0.424221706,-0.424412566,-0.683764081,0.147818623,-0.711757067,0.777797024,-1.931164301,0.351296381,0.562423208,0.962790352,-0.181955182,-0.787451038,-0.731623154,0.793095272,0.080135523,-0.297000536,-0.507171024,0.269603627,0.104584879,-0.904649541,-0.904649541,
2024/12/30,-0.577465108,0.798664334,1.105882245,-0.030804013,-0.349056499,1.315813957,0.003707039,-0.819920912,-0.210382093,0.606320896,0.923823248,-0.45072157,0.559487717,-0.244365896,0.895452746,0.573844141,0.191849237,-0.84718951,0.057862982,-0.245665684,-2.866974254,1.001411391,0.264178385,0.173230618,0.173230618,
2024/12/31,-0.39972729,0.061515322,0.141530155,-0.968100702,0.158578943,0.357279929,0.158886713,-1.020194512,-0.220556536,-0.928441212,-0.03027404,0.984940604,0.833585224,-0.24425648,-0.447439295,-0.061182433,0.249211338,-0.592596363,-0.092492844,-1.960520185,-0.722293127,-0.258052496,-0.145033501,1.27250218,1.27250218,
2025/1/1,-1.196736763,-1.007318433,0.394585515,-0.69588282,-0.064893715,0.37868007,0.148289856,-0.494590685,0.53575704,1.259308493,-1.060330377,-0.281584975,0.871578704,-0.138357946,-0.813609669,0.026824659,0.613195165,-0.854879885,0.509577436,0.290858911,-0.573235737,0.775163617,0.792719606,1.069550992,1.069550992,
2025/1/2,0.61262794,-1.167104557,0.62081376,0.52720286,0.830444083,-0.412041405,0.864260155,0.376229724,-1.080114217,1.085956676,-0.894435905,-0.869763133,0.475675162,-0.459714524,0.237003372,0.166087092,0.182957743,0.557758019,0.283662601,0.677969488,0.596555638,-0.302840776,0.967962569,0.759225234,0.759225234,
2025/1/3,0.027413538,0.853263158,1.226400024,0.670633739,-1.070989015,0.558040165,0.095205703,-0.133018427,0.075809413,-0.131532486,0.983024156,0.174941241,0.220024443,0.63678793,0.587615501,1.294509203,0.433917426,-0.094511273,0.423423154,-1.674741062,-1.189248979,1.129562205,0.073826169,1.715972498,1.715972498,
2025/1/4,1.300010252,-0.976931973,0.217987022,2.333381419,-0.557879675,0.504348796,0.040873572,-0.069978821,-0.425004865,0.113813253,0.297424359,-0.663752699,0.606662976,-0.515903214,0.362777668,0.667711038,-0.660591633,0.041312306,-0.227503978,-0.653622776,0.854163077,-1.067142283,0.742507501,0.875628712,0.875628712,
2025/1/5,-0.534538224,0.853605147,0.681311616,-0.908661109,0.427528884,0.559968759,-0.345624692,0.582456522,0.377595371,-0.438021772,-1.856240011,0.27177527,-0.356646579,-1.277531586,-0.340514537,-1.435400668,-0.321697341,1.088813919,-1.873852174,0.315013668,-0.800568062,0.002068763,-0.389205302,0.820889747,0.820889747,
2025/1/6,-0.079487736,-0.574656895,-1.060918356,-0.212708081,0.923867501,-0.759769223,0.580175637,0.370986674,-1.781047035,0.975431734,-0.332135498,1.692605295,1.529854684,-0.142875549,-0.163936839,-0.319025408,-1.101334791,0.546672206,0.121859649,-0.347347833,-0.23906577,0.857037454,1.061502057,0.319962458,0.319962458,
2025/1/7,-0.216826155,0.107311742,1.561446102,-1.470635554,-0.863341114,0.549736252,0.357850247,1.073827642,0.811823736,1.683089365,-0.894482744,0.447707513,-0.027913011,0.853441374,0.127367758,1.176145163,-0.582191767,0.029480191,-0.087797883,-0.244241154,-0.433968734,-0.499201973,1.198440171,0.584871113,0.584871113,
