trade_dt,000002.SZ,000004.SZ,000006.SZ,000008.SZ,000010.SZ,000012.SZ,000014.SZ,000016.SZ,000018.SZ,000020.SZ,000022.SZ,000024.SZ,600000.SH,600002.SH,600004.SH,600006.SH,600008.SH,600010.SH,600012.SH,600014.SH,600016.SH,600018.SH,600020.SH,600022.SH
2025-12-02,1280721142.1142452,989762425.4233783,1054314080.6427205,1033443799.6768928,1174980758.6622612,1029754942.7793562,1274839329.7267303,1298148076.8103218,1096142041.272997,1242993723.0941231,1065019960.4884925,1174033429.5881379,1061253231.309764,1091504236.7537413,1092085510.8668988,1121039347.6966174,1278586376.6417625,887783298.3873082,1215761072.975677,1150494048.8957725,1086977784.9961224,1365438624.6197681,1320743589.203226,1063481541.9467683
2025-12-03,1235034058.1784706,1148870327.821515,1008791417.7191089,1086198839.929877,1101241575.9265337,1104676734.337698,1183774975.5495842,1219879608.3906255,1138239250.9812791,1174748270.4385526,1166605813.8577118,1263234234.2866518,1016522205.0998077,861915440.1530467,954780447.1936486,1252688473.3278146,1141934309.7059746,1030538924.1380091,1349652699.6140106,985192706.6755177,1137098289.25824,1124503196.3285823,1000637251.4845811,1409299182.597939
2025-12-04,1184689111.8292606,1022102068.5648018,1072532286.0451701,992218550.0100223,1118425653.7567687,1124022898.710641,1166378694.1038024,1201964668.0780053,1134757410.3061686,1183197549.9719007,1115619955.8648567,1193560663.316448,1058941283.9759924,958715319.216606,1136797527.0988424,945060142.2261379,959169111.3725737,868658546.119032,1217527294.6068597,1025859732.9174622,1308741828.66281,1181149603.7348106,1126571364.142531,1183080208.4856017
2025-12-05,1102620406.034079,1188067329.4327426,1169598405.0294054,1334931347.8967297,1214346690.081667,1094290301.0433888,1206428939.9416926,1108927538.1734889,1081379956.5340295,1127799869.4414048,1401022271.0651803,1090675630.8172393,942447354.7091423,1125597885.5806923,1175212593.0573688,1008039497.4393432,927780403.391255,979775518.0675408,1167888027.800211,965388351.7057273,1208602903.303914,1282990621.7275028,911863592.835473,1378612747.137559
2025-12-08,1183295575.4863389,1142284376.074903,1072413288.2654867,1129758756.8568976,1131776152.0457492,1023125738.9292289,1290568517.472005,1106352559.1851637,1073931306.6024296,1013816470.3592445,1107165446.2134984,1119725331.6031325,905460820.0530891,974514884.7228497,1147830820.5827005,1168762356.0803905,1153737696.6919646,1069511994.3151665,1095385559.731364,1123561492.7886245,1071513969.3362669,1070794583.3817037,986633030.9141581,1405409308.0797732
2025-12-09,1189695667.606019,1251191047.746749,1148860376.549637,1197154079.5765266,1117000490.3121777,1119863000.80943,1103428183.3387208,1030372768.5955755,1018916544.0946983,1263112122.856325,1199525747.8166735,1088655703.3650484,1137732750.7202866,1020962939.0338893,1174252251.290641,1020285638.6923686,959103402.2411746,1104524753.1358857,1021173624.0131153,1061550796.9301757,1158585983.6316552,956175733.7887464,1055513136.7507808,1054074602.7824733
2025-12-10,1014735897.7398779,1091839421.557132,1179931565.643212,1151552219.2253473,1219193077.0818658,1029531535.6337676,1269086090.3859193,1204320693.3393905,1150610021.6800134,1201207488.6023743,1328477605.8748271,1126430764.2343159,1222086693.9181867,903470005.4471242,1200950899.9763813,1023876896.5453298,967954424.37507,1030596668.3424134,1239772560.8750062,1095757584.2824817,1093244551.8670478,956727213.8309722,978720370.6154206,1324953197.4568439
2025-12-11,1217084103.113669,1011024391.987522,1080060777.5620522,1252135083.8344827,1313934693.0553539,1240469919.6769793,1366487901.7807114,1161934392.6758716,1165880665.601096,1064132690.9423195,1047084070.9461364,998129003.2223128,854561423.7551098,936728120.0957409,1244236021.383447,1135510876.1022785,901250717.6268698,918814481.5499116,1074367872.4954708,1112220170.8966458,1105513213.700659,1029477648.9620166,1317950413.3108304,1072744572.9616587
2025-12-12,922025188.4292603,1225259390.9756546,928577779.2542398,1312791562.3779838,1160052893.4883678,1112246989.1445465,1209320451.0295348,1151902015.9616277,1289884785.3482332,1153209572.359848,1145970705.717698,1353653868.954309,1151578289.2994142,1124252612.978128,1231517314.2815487,1088972733.9735048,859718626.1474171,1216079275.8428319,1064588886.047029,1156628830.6532485,1199471064.2090003,1127066476.2928503,981159222.1303133,1268061752.2336962
2025-12-15,1302876374.4654584,1191006369.6864927,1214002791.7787106,1235325202.1213765,1304450755.1606157,943914114.935248,1321983232.9754388,1324775880.52542,1026657301.521849,1077588706.7882833,1093993084.597159,1126027010.408818,1006033832.8061442,1155465769.0700204,1131089685.617668,958114389.0487481,1120705343.4770553,1258167498.5065942,1256770625.6783912,971065474.7782658,1031140835.5172408,1171181276.742631,1006171478.2635792,1155857879.2826962
2025-12-16,1006433974.9124633,886138949.3427591,1027213358.822354,1030623837.3360025,1067809977.8400189,1222641821.9632962,1178684351.193024,1324036591.688133,1068797008.0101053,1101909333.302502,1031233310.161506,1020375500.7334805,1052594730.9396169,938811868.9058125,1243910299.7956822,1024083400.6786587,1021956723.9017987,1200708948.613161,1244534253.6136286,943752739.6318915,1109220542.6324818,1193259499.343123,947018193.6738174,1165065749.2978635
2025-12-17,1045341750.6212122,1125971149.8904107,1103137312.912166,1266851610.5388503,1069981527.2851322,1094021169.698704,1179769527.43274,1240697065.9583724,1231411392.3024485,1203912377.932421,1248858193.7733912,1087166609.6867354,1171147711.3927417,1182283038.386824,1203810346.5006459,1122117837.228173,1249045899.327445,945726198.7851413,1048059817.4175965,995193726.5857753,1091387439.1647117,1082707412.9679601,1009141303.4045012,1294948231.294792
2025-12-18,1206526751.593277,1110000530.8218255,1270119999.8686965,1379697536.8113182,1259807998.694009,994391504.0955276,1024404284.0393783,1236299532.8247328,1131464404.808182,1215681670.9096124,1335142875.1032345,1238997039.4107556,1020162697.1874237,1343747307.5464706,1195156566.7289915,1126617346.3027864,824251254.1012683,964839994.8807894,1147881023.650525,1049569537.7596256,1295272845.6019568,1266059654.619307,912494539.096242,1129837966.264184
2025-12-19,1122743681.852164,1128995994.419775,1095464618.770476,1141937108.022999,1184553113.8629272,1155286823.782849,1225541883.0293489,1234924798.4413085,1071057520.5529075,1002340218.2389752,1162214908.0427687,937060241.2126079,937591083.3850918,1114166180.7802737,1299747854.2719684,1209443168.2395294,1142059929.4997656,1147950706.0201325,1257090981.4929457,1170473169.982152,1122447218.2206352,999737135.1250252,1090886960.2541883,1231493130.4523299
2025-12-22,1048277212.5525242,996426680.0815649,1164564462.1394095,1108373510.9857805,1232716181.782567,1081884327.1386359,1217893852.2462068,1085754474.1332407,1122655725.0493574,977355202.1807443,1129607752.607145,1059284948.623163,1009125129.8135624,1115020090.3912091,1266022306.3605685,1010825209.1095448,1165453369.6542082,1035502331.5315334,1258826140.9267323,959048254.2869401,1161339791.72212,1231237337.4511452,1043517162.772339,1175436931.8113413
2025-12-23,1273568540.3231018,925675303.0144534,1173881124.3206744,1094965298.2342567,1276457535.6595187,1077612065.8950202,1089461732.0640185,1248030236.7665737,948778997.6253232,1145372271.446025,1153740853.825484,1165314090.3147423,1188440999.6035354,899474537.7392235,1263553805.1704,1114778615.031019,1115811701.1949654,1134669007.5406096,1107930337.2230663,885892700.3498605,1064091452.1111536,1175749313.8818839,1178111561.1681285,1126797373.184058
2025-12-24,1086784592.8307133,912331123.2237688,873212417.0398654,1210619494.2554317,1373538362.5476665,963300382.2809373,1137741718.5943422,998151206.225902,1184849529.8580348,1154513945.7461076,1299474868.3230653,1029843460.8878169,1091283913.2351606,1311499274.6099832,1236613782.7239785,987184087.5156296,1062825537.1510046,1227126768.155912,1184673516.9633358,868953195.0426724,1188072089.870174,1082429672.4586594,1016168244.0288339,1202535568.2251458
2025-12-25,966962775.2291243,1088870915.3039172,1191917046.8677206,1310123056.3762572,1241606950.356139,1200801867.9694524,1159587722.8247383,956682236.9878874,1082103793.9663575,1079864729.5630887,863417746.5890076,1111328336.9871414,986689004.7203285,976870366.521325,1299300928.5961657,1243780937.1605892,1257489108.5357358,1022028622.1469198,1047563305.1465955,891643331.3948398,1260163726.2898738,1085549283.4386313,897014248.3892864,1186697619.6299498
2025-12-26,1369316051.8003325,1066611948.9082066,1277547685.861862,1228444995.7495422,1198587197.82826,1126917028.6643834,1116249088.3119364,1238695951.5016038,1031884469.2297571,1012863430.1202694,1092658666.8832648,994335857.134199,1189943515.8073292,1042170082.6550275,1263927523.692032,904748578.2825601,1234231384.6196232,1146170922.001484,1154352628.8121645,873913312.4197917,1307110156.036287,1009365133.1950655,981449534.810424,1115714777.7863295
2025-12-29,1248656006.921706,1400188580.3744864,1220615064.5860496,1037305447.85744,1140459437.257261,1266834992.060535,1158130702.0758142,1144963567.5400336,967199070.2103491,1232033973.9046452,1196062202.8491209,1093812728.9810054,942691000.2764843,1063155456.3324959,1254244104.6759465,1199054360.0719016,968001988.8926303,1083933916.628424,1323601632.6949978,1252037024.9042525,1178145074.0555336,1117096529.4056196,1192603889.3515146,1172910385.9917862
2025-12-30,1227115015.6934524,1013204456.6259848,1016076356.6605008,1202967930.909149,1251940242.47266,1147256365.335441,1023699991.847156,1160462000.718701,1238374812.2624984,1050624226.5237255,1243940612.0864797,1114743009.303201,1124989769.3655412,1033238696.6875575,1278797993.4348261,896444307.8687911,1217139499.695077,937442976.5084498,1043754151.2542591,1068520592.6365757,1001569287.647437,1181249893.7001615,1019932972.1364279,1000955429.5641688
2025-12-31,1237934092.0174441,988348937.8093307,1013481592.3473334,1045150856.6477613,1357507396.2514277,1070987191.7359314,1190516906.636423,1188997597.4706595,1046339447.555167,789713187.6825691,1103428847.1010814,1103526824.5786679,988220459.4174427,949276467.8411646,1113792212.633164,1031949116.3185802,1023078670.8531189,1041232231.8386128,1057479515.918248,1101157936.5020807,1035444805.9105078,1131649135.1570275,1208857472.2973866,1257975697.3018143
2026-01-01,1082688166.8717406,1230395605.3550012,1052747343.0476743,1148216266.8649738,1328425039.640238,1120264673.806898,1038535612.7141896,1157771737.8983939,1127144922.5516343,1253900311.158989,1148488696.909337,1249915999.8420434,1122138195.0490346,998709598.5670727,1212523109.1702976,1117933377.1458468,1090029343.744118,923799561.3040209,1078939170.2992415,1049451149.3367573,1053998879.7360497,961424987.4231737,1048878710.503463,1013513716.4490875
2026-01-02,1119986193.6422987,1012927484.8501792,1252164260.4346507,1147747915.1300611,1131107494.0854256,1078669577.2799575,1057732548.7981678,1071840898.8346876,1183135715.2253318,1001232299.7157621,1166893839.270811,1004474653.5697266,1084128052.6401215,977852059.9256977,1148020415.0510592,1075767701.8704693,1093810592.1506329,1129295120.7622685,1130857387.230536,1157049709.3426757,1125878644.1984081,1209215497.8200707,1149122597.3725927,1000523825.1324803
2026-01-05,1140320820.9304245,877636254.095707,1140686696.1334856,1041792896.0755945,1156690271.6044025,1168039950.0480294,1141584474.1769056,1178755423.35045,1088086342.465483,1246868490.7803972,1177829703.7217915,1060680709.3770847,1166772126.9670923,1063236632.3190137,1151362078.526293,1016347444.2657399,1117241558.2563193,870978453.5153931,1312447529.9373093,806325862.3642613,1150895854.124235,1188528987.5398338,1067048964.3429855,1225118312.603923
2026-01-06,1203106727.484939,1116622298.4634562,1026209870.5864413,1181290023.8090858,1157341063.6365392,1171965869.655896,1142691361.2339106,1055745537.0296012,1144192991.970893,1199141306.2940705,1053572039.9164642,1188229530.6058376,930521759.1151346,1010209846.0226566,1181776427.203786,1037517111.5669794,1177996573.9457588,1148806801.9960322,1153986487.1571994,1026720354.705934,1061387943.5101513,899882214.2610811,913333743.4543748,1179436067.0116827
2026-01-07,1152193987.6557992,1066506813.3712046,1169016147.340598,1321282184.9316971,1309641891.3857634,1073773336.2842355,1127721759.5318289,1136031902.329574,816356999.5051993,1017954587.5491335,1017470505.1768872,1016746401.6227884,1080532096.805305,1048796620.760535,1175937885.9879231,1089158480.7845888,1175221899.665267,1103668023.412991,1045140978.4088153,1046097654.2433665,1083379436.1205864,1200346812.6631813,989910230.9737202,1142495588.546973
2026-01-08,1177380970.4637332,1114839406.504654,1186920313.7670543,1019279219.3449572,1239539490.7442315,1218852405.4109817,1143756912.2098334,1286568668.4233465,917704123.6005529,1193992910.969719,1320460018.9803529,1309642370.7413423,1001239299.1980872,1071983409.5014981,1173361757.4039483,1136495152.5169213,1007788951.7855812,1173697366.0750165,1094713061.677141,1038392216.5473151,1190205465.0548697,1206473429.1509047,970426992.0154876,1113299926.6086092
2026-01-09,1026691639.198421,1130835157.9441638,1079833645.9953127,1165320453.3907125,1250661862.8962836,1224234255.943145,1235916943.8426442,1251472206.1250238,1066866089.2344564,1105272620.5223951,1114963698.6359403,1087412188.7244754,1094077220.6415932,945637773.0450015,1282601042.7570608,1081888180.5948067,904592117.8979379,1117196017.1343405,1160714294.4573054,979283291.3855989,1359794863.498701,1165835509.327857,1073332087.1685508,1200450855.372278
2026-01-12,1078670351.898866,1097940381.5195718,939231172.2561432,1103164202.912673,1192478328.640081,1072649268.0571747,1130102649.1720905,1305068190.8963559,1034754944.7779561,909705845.216768,1169832069.1738932,1344792699.6869378,1091190966.6557922,1020598880.1259725,1183122632.0622447,985355811.2003205,896685206.4181379,1114674735.416168,1130982098.9379928,1095615686.5199091,1354137579.3878536,1052451908.9521301,924686396.428974,1264612354.3652766
2026-01-13,1137441132.179595,1076889714.4044704,1132474990.39398,1251585575.6026778,1047600291.4022955,1289995557.9482465,1097176882.5985286,1114135580.4126918,1165954606.2644784,1061027470.0687227,1135662332.4552026,1012420391.3110102,1029780662.1486645,1124149173.3924172,1205922992.16596,1192791941.7234867,965275009.97707,998237469.6645428,1299093834.988644,961901804.884843,1245120509.0586162,1135529140.5090222,1089667985.978226,1173156812.3557723
2026-01-14,1236222239.2155142,1136105597.814514,992152626.7230034,1311997835.2877572,1168103189.1770782,1115122711.5328305,1279422365.5433395,1071037860.4259669,845793127.9864329,1368783070.9868174,1205884881.663543,1182139244.4061668,912287894.5847651,939049723.5661547,1336631489.793392,1217841561.449303,1159930369.9702206,929150008.6520674,1280242440.9299822,1019182807.1291232,934862013.8918676,977820166.6448913,1192228979.9361792,1422732572.1474793
2026-01-15,1144056893.2101827,982586265.2760096,1017092319.8651183,1229744960.4124606,1193249241.1320608,1156097807.934999,1096272755.8859432,1106670428.6994007,1039068439.7945489,1055063307.0324163,1145500824.9864821,1119671907.1083212,954480356.1837684,1209288667.4753537,1226415021.619186,1057891528.5835725,862877260.5955632,860805564.7787889,1335924948.7746105,1063366374.3405325,1136995558.572028,1075892267.0149086,1001984508.724948,1166080376.541162
2026-01-16,1124266288.523283,921721454.4560621,1079476541.5894873,995772303.1987525,1107216348.7436788,941132304.6114173,1211335774.3997703,1099278304.2368639,1141030915.196658,1006618450.6548083,1292948034.046672,1142866766.62047,874200755.643042,880232993.8836609,1097695480.525907,802326423.055276,972090277.6485957,1002322839.3221418,1186087022.6415653,1307877597.4966068,983019650.9505001,1141125060.3243406,1097056312.3131647,1356026642.736086
2026-01-19,1228901725.2862542,1086737297.7491093,1064102581.8982524,1118710535.4739077,1165763904.069721,1281508083.530072,1139698159.3260107,1378547245.5864565,1070286257.5927062,1257923480.3393135,1271941644.0969841,921634191.3826872,966831196.3818284,951930749.3768176,1202101263.9661884,1024488304.73285,1330196793.4273884,1138250823.9498067,1173604894.6295528,1151295022.9692264,1126266929.0461488,1085331624.3162708,1040064593.9689808,1045161175.926714
2026-01-20,1182126438.7529192,1171032601.676852,1184643686.8004303,1233265653.2363775,1246249262.3239908,1128232611.7318099,1195766317.6133974,1268488002.623314,1068330138.6913701,1223708106.2186637,1005701914.8360919,1162104713.5199685,984187952.8787348,1122804504.1481032,1070086758.215239,1015906537.6604682,1101299284.0172753,1069288177.8516226,1202831009.854088,955483447.2873081,1112540349.028897,1065267280.6558623,939754098.8906213,1242793953.373944
2026-01-21,1355068979.439604,944480258.0547018,1318147641.402415,1106201998.7322953,1253637007.1722088,1128674999.3168166,1235607607.633905,1000140560.8250937,980229260.1024748,1275239187.840389,1071667000.824413,1350931269.8270855,1052792300.4519005,904216654.8222858,1308923122.4974763,1094271981.9516127,1155451484.6602836,898772938.4166315,1143576336.829556,942567306.3383089,1052977412.0358938,966888413.8514402,1030825647.4288027,1242454039.913236
2026-01-22,1055432158.285115,1111489124.6753464,1027296904.2372875,1143421694.0079236,1169825790.5812361,1150689206.1725187,1300795831.6012359,1178413087.0121555,1174450954.3271272,982505996.6197233,1077834036.8896406,1209766586.6877975,1096294679.3138325,998378958.3325078,1017864293.1561855,1031764026.6010244,970472023.0109127,862279000.4672034,1086550851.213859,1140997364.9539056,1092711812.681903,1111076927.6049516,991188946.4611499,1290418834.7016096
2026-01-23,973137158.9662596,1077685371.0700788,1004580098.1802015,1037673661.2326678,1120433299.0502753,1101889042.2420287,1208988022.6326795,1151314600.3401017,1051452002.4095743,1145444154.9212878,1061915536.4683816,1199025696.161685,1187211964.7988794,1160772977.514711,1219453483.7111049,1095704253.3360684,1132942633.3932173,1150497129.8946702,1239673300.7705421,1109768803.9014084,1039146459.9508024,1077934509.1497567,1059221814.9296412,1141696428.5635955
2026-01-26,1100060834.0356815,1243472094.327967,958787657.1070479,1211043551.5683544,1361209898.342942,1287701038.5044599,1254499378.6006136,1122767411.0696301,1063327686.1017165,1083776389.8692408,1165620197.066263,993037060.6440846,1119884648.8414497,909851503.2807472,1320746226.3848472,1016712153.0549617,940827755.691328,1077884304.0140457,1109374714.2724223,1040658615.6099552,1072273108.7491447,1049192537.1864218,1058990329.739061,1348037881.8972974
2026-01-27,1206054192.9379838,1202740272.7064579,966059672.3008003,1158666765.8824403,1157947043.6203792,1016697533.8245751,1322919930.5865376,1191288347.9711323,1133186251.772403,1130780868.2172582,1143449360.181028,1128788104.1500013,1177550116.1383924,1134286620.0773554,1116220329.3596659,1147916173.174186,988023933.5049345,977673409.1809477,1120870562.0969598,1041255272.3110286,1123317750.4347045,1150428085.1273499,1161419934.564415,1112780261.3480039
2026-01-28,1359601821.2171152,1073550413.592708,1333490919.9586332,1125767892.801131,1290681202.6266754,1075197600.5180223,1266193779.8245666,1111657972.8330743,1054311736.548076,1189217437.7240884,1225015341.942832,1069928388.4732769,1056152360.5092926,1011643936.0144323,1277630897.6955519,1137780925.549858,952473589.8539138,1080336900.5734818,1190323793.617483,971878237.640782,1094194913.5943031,1051131655.8889648,1049597025.3578756,1237162806.209034
2026-01-29,1125847839.9122705,1100515788.4522605,991173155.6567308,1020598056.705606,1072259195.6216061,883789754.1444466,1059641940.7460138,1211839846.587282,1018963484.4942952,875777455.0926335,1074469361.9560277,1161211206.6715167,1034063689.759028,929269780.1519691,1161987601.3203757,1019509106.8151392,1229382812.7622051,1176772069.1969864,1104639775.1214943,1112426933.8717744,1189719414.5981631,1027295609.580127,906550602.5358969,1170547761.3410888
2026-01-30,1225514242.7517965,1017424763.841797,960396128.4800242,1102826319.334028,1232422590.7752895,1276522361.6921797,1074589695.7150013,1052318138.3372494,1325385077.6975324,1200043776.46592,1053869354.3603764,1021581097.3130143,1083385819.635032,1136766930.9614294,1129409377.105086,1092925536.3798943,1077249609.903233,1076786583.473098,1119350361.7402234,1093986319.447661,1101307019.51418,977077816.1741269,1141572264.6501594,1291288755.7840908
2026-02-02,868518406.6877956,1016961987.3268738,1165659379.885544,1181632154.5937755,1129937451.1434777,1139843387.9569414,1197843451.9349864,1174939371.7338822,1216264234.2776399,1096933671.787647,1296312722.1733894,1233403708.7987614,1144285630.331634,1016857311.1373732,1168545860.084939,1229985002.4945295,976921967.0006405,1049544172.9706329,1182398735.931157,1137017763.18087,1141480985.98233,1269679718.9694476,1063409162.9503179,1251535670.0977786
2026-02-03,1176514670.8908417,947862225.6725005,1045851538.6762577,1147231316.4844522,1115375303.198055,1206767553.7962852,1247395293.320953,1157916988.7758377,931224643.8299739,1094059921.4300175,1187656850.3481193,1107767298.743202,1147935680.5281715,1082715710.4077704,1214611960.5145605,1032308143.0370735,1086769920.0509098,1121095630.4989185,1454226357.728452,1025570829.6895965,1093818239.3933153,1120850025.3903146,1134135858.2746892,1280929699.5433466
2026-02-04,1383653969.3442771,1043254353.9507929,1200012926.897161,1186256349.6453917,1178263338.0352786,1037644046.90241,1243345707.1318681,1183947048.6494133,1017147774.3595158,1176954551.5550125,1074640606.5532408,942391846.4467002,873486909.4888358,1011497990.8829024,1060870476.4956481,1070799975.547381,1118419494.4176028,1173206788.6677206,1072921605.4597826,1082213858.9018242,1042739461.9737242,1101964563.0909529,1167192832.420787,1165479487.9268475
2026-02-05,1090395080.95996,1050631321.6076529,1108720292.1552489,989205692.2041438,941110969.0906634,1127540702.5363386,1144544850.6117048,1011721687.8545662,947368116.0702727,1014851751.3019979,1229935417.8366323,1000096745.9346775,1061547470.2194295,1094734144.1443682,1173414063.1175807,906783594.2948927,1090705290.7045653,953134521.807768,1097448442.796725,1037730047.0062774,1154005047.1402373,1315132441.0921288,1007720441.6221668,1266205066.889485
2026-02-06,1093207444.6993182,1169373232.9729779,1158536295.9326894,1192466536.5550578,1224984297.8266268,1039264135.6276128,1113143728.4582732,1110997311.2206938,1077322121.0466993,1319473323.7285995,1164772867.9388092,1196518032.5970082,983216533.7905045,1037344791.2795427,1363367423.9168303,968299053.6115309,915866886.5494128,1091843216.8985531,1223573830.1599405,1098796094.6413112,940472166.8929504,1209677279.4785976,997812073.2863077,1081756452.8679588
2026-02-09,1107452181.364639,1016962210.8800596,1010994863.0802383,1329092445.2505307,1105290413.9050705,1050995199.8377979,1156941889.986378,1166371204.0345504,915073724.2171289,1250871049.6660986,1121468705.720963,889207878.1138802,902892075.9931046,1056242823.9468334,1179947330.554228,989933303.5390804,1308342390.0081217,1193817344.442331,1112902541.2481184,986245723.1437051,1176362917.2797904,1297763674.4016738,1185672685.5988085,1243001757.5986514
2026-02-10,1036387226.7843245,1048102768.3582271,911304135.1445445,1199699140.5067985,1285580944.2185867,1376797437.4734695,1312869086.7393916,1221068434.2991157,1040709361.428452,1149890394.111487,1007592523.4020826,1187525452.0332956,969739723.3103768,1049277931.4502808,1125241329.9153824,951125667.7313778,999028007.6653361,921118127.4318186,1233341951.1119351,873647202.5966024,1021559646.385656,1062449182.2790592,1098753744.487984,912210812.2059375
2026-02-11,1328050521.460561,1104493225.2076705,1019619889.8852389,1147449877.7337646,1331176925.5495532,1007743517.6181777,1094912585.9813604,1437850556.4984267,946565442.950254,1177595715.934866,1096181327.041246,1126129620.6531107,901554865.1717073,1066480837.284981,1203385961.8150525,972698567.5535147,1146078646.9849231,1066612304.078376,1154641807.0025954,900574085.3777425,1020473255.6810274,1437833466.9358156,914337392.9215045,1062637943.9070868
2026-02-12,1173400498.904096,870723095.749146,972696129.6855279,1188975228.4223487,1009945723.5977201,1135414305.7299426,1139903310.8256698,1168354469.7074752,1037732546.2540945,859511819.0568879,1227599865.51621,1146508007.9544134,884089918.8858033,1149202633.326385,1176795491.9439151,1036791273.46935,1017265864.5305192,1270274072.3589768,1326605553.20964,1020354971.7184806,1213794660.9645245,1187770403.7392771,992258204.3480512,1273187072.8843591
